job_title,salary_usd,salary_currency,experience_level,employment_type,company_name,remote_ratio,education_required,years_experience,posting_date,application_deadline,job_description_length,benefits_score,employee_residence
Machine Learning Engineer,198923,USD,EX,PT,Autonomous Tech,0,Associate,11,2025-01-24,2025-03-21,843,9.2,Australia
Data Engineer,113492,USD,SE,PT,Future Systems,100,PhD,9,2025-03-08,2025-04-28,1983,6.5,Sweden
Data Scientist,74644,USD,MI,CT,DataVision Ltd,50,Bachelor,2,2025-02-23,2025-04-26,624,8.3,Sweden
AI Research Scientist,151340,EUR,SE,FL,Autonomous Tech,0,Bachelor,7,2024-07-31,2024-08-22,1512,8.8,France
AI Architect,40431,USD,EN,FL,AI Innovations,50,Associate,1,2024-06-03,2024-07-15,1585,5.9,Austria
NLP Engineer,57761,USD,MI,PT,Autonomous Tech,50,Bachelor,4,2024-11-29,2024-12-28,1851,5.7,South Korea
Head of AI,69973,USD,EN,FL,Future Systems,0,Associate,0,2024-11-24,2024-12-09,1523,8.3,Australia
Machine Learning Engineer,201637,USD,EX,FL,Neural Networks Co,100,Associate,10,2024-12-09,2025-01-31,709,9.4,Switzerland
ML Ops Engineer,107015,EUR,MI,FT,DeepTech Ventures,0,Master,4,2025-02-02,2025-03-01,854,8.7,France
AI Specialist,85236,USD,SE,PT,Future Systems,0,PhD,7,2024-05-25,2024-07-26,1621,5.5,China
Principal Data Scientist,92507,USD,MI,PT,Quantum Computing Inc,50,PhD,2,2025-02-06,2025-02-23,1290,8.6,Singapore
ML Ops Engineer,143699,EUR,EX,CT,DeepTech Ventures,50,Master,15,2024-06-26,2024-07-19,1511,8.6,Germany
NLP Engineer,156521,USD,SE,PT,Future Systems,100,Associate,8,2025-01-18,2025-02-05,1214,9.5,Sweden
Autonomous Systems Engineer,93777,USD,EX,FT,AI Innovations,50,PhD,16,2024-04-12,2024-06-24,1168,6.1,India
Robotics Engineer,223297,USD,EX,PT,DataVision Ltd,50,Bachelor,15,2024-06-09,2024-08-20,2018,8.1,South Korea
Machine Learning Researcher,66587,USD,MI,FL,Cloud AI Solutions,50,Associate,2,2025-03-16,2025-05-11,971,7.3,Germany
Principal Data Scientist,68223,USD,EN,FL,Neural Networks Co,0,Associate,1,2025-04-08,2025-05-23,1794,8.6,Singapore
Principal Data Scientist,80884,USD,EN,PT,Machine Intelligence Group,0,Bachelor,0,2024-07-25,2024-10-03,2099,9.0,Canada
Autonomous Systems Engineer,87646,USD,MI,FT,Algorithmic Solutions,50,Associate,3,2024-01-04,2024-02-15,648,6.6,Sweden
AI Consultant,185517,USD,EX,PT,Machine Intelligence Group,50,Master,16,2025-02-04,2025-04-11,1033,6.3,China
Machine Learning Engineer,149699,EUR,EX,CT,Quantum Computing Inc,100,Master,18,2024-01-01,2024-02-25,1778,7.9,Germany
Robotics Engineer,62040,EUR,EN,CT,Cognitive Computing,100,Associate,0,2024-10-14,2024-12-23,2173,7.2,South Korea
Principal Data Scientist,72778,GBP,EN,CT,Algorithmic Solutions,0,Associate,1,2024-11-04,2024-12-15,2273,5.8,Denmark
Data Analyst,76784,USD,SE,CT,Digital Transformation LLC,100,Associate,6,2024-02-04,2024-04-05,2090,6.7,Finland
Computer Vision Engineer,212411,USD,EX,PT,Cloud AI Solutions,0,Associate,11,2024-05-15,2024-07-26,1194,6.2,Japan
AI Architect,295466,USD,EX,PT,TechCorp Inc,50,PhD,11,2025-01-10,2025-02-12,2110,5.3,United States
Computer Vision Engineer,76634,USD,MI,FL,Neural Networks Co,100,Master,3,2025-04-23,2025-05-20,1595,7.7,Sweden
Data Scientist,188112,EUR,EX,FT,Machine Intelligence Group,50,Associate,15,2024-05-07,2024-06-05,1814,5.6,Germany
AI Software Engineer,47470,USD,EN,FL,Neural Networks Co,0,Bachelor,1,2024-07-23,2024-09-25,2410,7.8,China
Machine Learning Engineer,149488,USD,EX,PT,Cognitive Computing,0,Bachelor,10,2025-02-08,2025-03-25,1731,7.9,Australia
Head of AI,154550,USD,EX,PT,Cognitive Computing,50,Bachelor,14,2024-07-10,2024-08-30,1754,7.0,Japan
Principal Data Scientist,118508,USD,EN,CT,Advanced Robotics,0,PhD,0,2024-11-01,2024-12-15,512,6.8,Switzerland
AI Specialist,104755,USD,EX,FL,Neural Networks Co,50,Bachelor,14,2024-01-10,2024-02-03,585,7.4,Austria
Autonomous Systems Engineer,72427,EUR,MI,FL,Cognitive Computing,0,Associate,4,2024-05-19,2024-06-24,578,7.8,Germany
Principal Data Scientist,59891,USD,EN,PT,Advanced Robotics,100,Master,0,2024-04-11,2024-06-04,2077,8.3,Australia
Research Scientist,51605,USD,MI,FT,TechCorp Inc,50,Master,3,2025-04-02,2025-05-03,777,9.5,South Korea
Machine Learning Engineer,209900,EUR,EX,FT,Quantum Computing Inc,50,Associate,13,2025-01-09,2025-01-31,1374,7.7,Netherlands
Data Scientist,134902,USD,SE,FL,DeepTech Ventures,100,Master,5,2025-03-14,2025-04-27,1132,8.6,China
Autonomous Systems Engineer,130078,USD,SE,PT,Smart Analytics,100,PhD,9,2024-12-07,2025-01-24,2306,6.1,Sweden
Data Engineer,166159,USD,EX,FT,Cloud AI Solutions,50,PhD,11,2024-01-22,2024-02-06,2497,9.4,Singapore
AI Specialist,54590,USD,MI,FL,DeepTech Ventures,100,Associate,4,2025-02-14,2025-04-05,1789,5.3,United States
Robotics Engineer,151986,USD,SE,PT,DataVision Ltd,0,Bachelor,5,2024-04-17,2024-06-26,2487,6.4,South Korea
AI Product Manager,36134,USD,EN,FT,Machine Intelligence Group,0,Bachelor,0,2025-03-04,2025-03-27,1860,9.4,Austria
ML Ops Engineer,49957,USD,EN,CT,Autonomous Tech,100,Associate,1,2024-12-21,2025-02-18,1260,5.1,Ireland
Research Scientist,52348,USD,MI,CT,Cloud AI Solutions,0,PhD,4,2024-04-01,2024-05-29,1751,6.0,Finland
AI Specialist,115655,USD,SE,CT,Autonomous Tech,50,Master,5,2025-03-04,2025-03-22,1520,5.6,Austria
Data Engineer,139759,USD,SE,PT,DataVision Ltd,0,Associate,6,2024-05-01,2024-05-17,526,9.5,United States
Machine Learning Engineer,141336,USD,EX,CT,DataVision Ltd,100,Bachelor,12,2025-01-22,2025-03-26,1384,9.2,Ireland
NLP Engineer,63306,USD,MI,PT,DeepTech Ventures,100,Bachelor,3,2024-10-19,2024-11-22,2213,6.6,China
Research Scientist,55144,USD,EN,CT,Quantum Computing Inc,100,Associate,0,2024-04-26,2024-06-02,1501,7.8,Denmark
Autonomous Systems Engineer,101329,EUR,SE,FL,Future Systems,50,Master,7,2024-03-06,2024-04-23,1201,8.7,Denmark
AI Consultant,36071,USD,EN,FL,TechCorp Inc,100,Associate,1,2025-01-24,2025-02-27,2104,8.3,India
Research Scientist,199499,USD,EX,PT,Machine Intelligence Group,50,Associate,14,2025-03-17,2025-05-07,1618,6.3,Sweden
AI Research Scientist,285250,USD,EX,FT,Cloud AI Solutions,50,PhD,14,2024-01-27,2024-04-02,1323,8.1,Sweden
AI Specialist,58052,USD,EN,CT,Digital Transformation LLC,100,Bachelor,1,2024-03-21,2024-05-20,1488,6.9,Ireland
Principal Data Scientist,78689,USD,SE,PT,Machine Intelligence Group,100,Bachelor,7,2024-08-06,2024-09-21,1483,7.3,Ireland
Research Scientist,128135,GBP,SE,FL,DataVision Ltd,50,Master,7,2025-03-12,2025-05-16,1577,7.7,Austria
Data Scientist,165715,USD,EX,CT,Predictive Systems,50,PhD,11,2025-04-16,2025-06-27,1992,8.5,South Korea
AI Software Engineer,127656,USD,SE,FL,Cognitive Computing,100,Master,6,2024-06-12,2024-07-16,1927,7.7,Australia
Computer Vision Engineer,102408,USD,EX,PT,AI Innovations,50,Associate,11,2024-12-21,2025-02-12,2176,6.6,Ireland
AI Specialist,101929,USD,EN,CT,Algorithmic Solutions,0,Master,1,2024-02-23,2024-04-02,1201,7.4,United States
NLP Engineer,65534,USD,SE,PT,Machine Intelligence Group,50,Bachelor,7,2025-01-12,2025-02-21,1150,6.1,Japan
Robotics Engineer,70173,USD,MI,FL,Predictive Systems,100,PhD,3,2024-03-10,2024-04-07,1446,8.6,China
AI Software Engineer,59191,USD,EN,FT,Algorithmic Solutions,50,Master,1,2024-06-03,2024-08-12,2102,7.4,Japan
AI Software Engineer,179097,USD,SE,CT,Smart Analytics,100,PhD,6,2024-07-08,2024-09-10,1025,7.6,Norway
ML Ops Engineer,119987,USD,SE,PT,Future Systems,0,Master,7,2024-03-28,2024-05-05,1893,5.3,India
AI Product Manager,92510,USD,EN,CT,Quantum Computing Inc,100,Associate,0,2024-04-17,2024-06-04,921,6.7,Switzerland
Machine Learning Researcher,93231,USD,EN,FT,Quantum Computing Inc,0,Bachelor,0,2024-11-29,2024-12-26,2256,5.0,Norway
Computer Vision Engineer,98882,USD,MI,CT,AI Innovations,100,Bachelor,2,2025-04-30,2025-05-25,1323,8.9,Israel
Robotics Engineer,158338,USD,EX,FT,Quantum Computing Inc,100,Associate,12,2024-07-18,2024-09-04,1540,8.3,France
AI Architect,311223,USD,EX,FL,Algorithmic Solutions,100,Associate,10,2024-02-11,2024-04-18,1140,6.0,Ireland
AI Research Scientist,116274,USD,SE,CT,AI Innovations,50,Associate,8,2024-10-06,2024-11-27,1994,7.4,Norway
AI Product Manager,60131,USD,EN,FT,Algorithmic Solutions,100,Associate,0,2024-03-25,2024-05-10,699,9.9,China
ML Ops Engineer,118264,USD,SE,FL,TechCorp Inc,100,Master,8,2024-10-22,2024-11-17,733,6.7,Japan
Deep Learning Engineer,89090,USD,MI,FL,Neural Networks Co,100,Bachelor,4,2025-03-21,2025-04-11,529,5.6,Sweden
AI Architect,55751,USD,MI,FL,DataVision Ltd,50,Bachelor,4,2024-08-16,2024-09-03,1631,6.2,Canada
Deep Learning Engineer,74870,USD,EN,FL,Predictive Systems,0,Master,1,2024-06-13,2024-08-10,859,5.8,United States
Principal Data Scientist,156745,USD,EX,FT,Advanced Robotics,0,Bachelor,11,2024-03-30,2024-04-29,607,9.8,Sweden
Data Analyst,120715,USD,SE,CT,Neural Networks Co,0,PhD,9,2024-06-29,2024-09-10,1038,9.8,Switzerland
ML Ops Engineer,66766,USD,MI,CT,Predictive Systems,0,PhD,4,2024-11-01,2024-12-07,1175,8.4,Israel
Robotics Engineer,54635,GBP,EN,PT,Quantum Computing Inc,50,Associate,0,2024-01-30,2024-03-02,1347,5.3,United Kingdom
Data Analyst,154228,USD,SE,FL,TechCorp Inc,50,Master,6,2024-03-13,2024-04-05,2382,6.0,Denmark
Data Analyst,200731,USD,EX,FT,DataVision Ltd,0,Bachelor,12,2024-01-25,2024-03-14,782,7.7,Switzerland
AI Specialist,47887,USD,EN,FL,DataVision Ltd,100,Master,0,2024-01-03,2024-02-28,2294,6.1,South Korea
AI Software Engineer,75284,GBP,MI,FL,AI Innovations,100,Bachelor,2,2025-04-16,2025-05-06,2458,7.8,Israel
AI Product Manager,229928,USD,EX,CT,AI Innovations,0,Master,18,2024-11-18,2024-12-29,1399,6.9,Ireland
AI Product Manager,129684,USD,SE,FL,Digital Transformation LLC,0,Master,6,2024-08-25,2024-10-23,1206,6.6,United States
Principal Data Scientist,96365,USD,EN,PT,Digital Transformation LLC,50,Master,0,2024-12-03,2025-01-22,834,6.3,Switzerland
AI Specialist,147119,USD,EX,PT,Neural Networks Co,100,PhD,10,2024-12-18,2025-01-14,1027,5.4,Japan
AI Research Scientist,76797,EUR,EN,CT,Future Systems,0,PhD,1,2025-01-23,2025-03-07,2010,5.7,Germany
Data Scientist,52753,USD,MI,FT,Advanced Robotics,100,Associate,4,2025-04-11,2025-06-12,1116,9.1,Austria
Deep Learning Engineer,117572,USD,EX,CT,Algorithmic Solutions,100,PhD,17,2025-04-23,2025-05-26,795,9.9,Singapore
AI Product Manager,35544,USD,EN,PT,Cloud AI Solutions,0,Master,0,2024-03-14,2024-05-19,707,8.5,Ireland
Data Scientist,87231,USD,MI,PT,Advanced Robotics,100,Associate,3,2025-04-30,2025-06-25,738,5.4,Sweden
AI Architect,95926,USD,SE,PT,Quantum Computing Inc,100,PhD,7,2024-06-23,2024-08-28,581,6.5,Denmark
Data Scientist,197875,EUR,EX,FT,Machine Intelligence Group,0,Bachelor,11,2024-02-18,2024-04-02,911,6.3,Singapore
Data Engineer,57854,USD,MI,FL,Autonomous Tech,0,Bachelor,2,2024-08-25,2024-10-28,1134,9.4,Austria
Autonomous Systems Engineer,135023,USD,SE,FL,Smart Analytics,100,Associate,9,2024-06-05,2024-06-20,1747,8.1,Singapore
AI Architect,70238,USD,EN,FL,Predictive Systems,100,Master,1,2024-08-05,2024-09-14,2112,9.2,Switzerland
Data Analyst,54451,USD,EN,PT,TechCorp Inc,0,Master,1,2024-01-26,2024-02-11,1542,5.8,Japan
Autonomous Systems Engineer,79859,EUR,EN,CT,AI Innovations,100,Associate,0,2024-09-08,2024-10-27,562,6.2,Netherlands
AI Product Manager,145785,USD,EX,FL,Future Systems,50,PhD,11,2025-03-14,2025-05-23,1368,5.9,Denmark
NLP Engineer,95738,GBP,EN,FL,Neural Networks Co,0,Bachelor,0,2024-06-21,2024-07-28,1485,6.4,United Kingdom
Computer Vision Engineer,166607,USD,EX,FT,Autonomous Tech,100,Master,15,2025-02-01,2025-03-04,1982,9.4,Israel
AI Software Engineer,205682,USD,EX,CT,TechCorp Inc,50,Bachelor,19,2024-11-25,2024-12-10,1294,9.4,South Korea
Robotics Engineer,232278,EUR,EX,CT,Future Systems,100,Bachelor,10,2024-01-12,2024-02-13,1564,8.2,United States
Data Engineer,93524,USD,SE,PT,Quantum Computing Inc,100,PhD,9,2024-07-18,2024-08-11,1044,8.0,South Korea
AI Research Scientist,171856,USD,SE,FL,Predictive Systems,50,PhD,5,2024-06-02,2024-06-24,2234,6.9,Ireland
Computer Vision Engineer,81648,USD,MI,FT,Cloud AI Solutions,0,Bachelor,2,2024-06-23,2024-07-20,1430,9.6,United States
Deep Learning Engineer,118615,USD,SE,FT,DeepTech Ventures,50,Master,7,2024-09-08,2024-09-26,2464,6.6,South Korea
Principal Data Scientist,155084,USD,EX,CT,Cloud AI Solutions,100,PhD,16,2024-09-14,2024-11-11,1720,8.1,Israel
Research Scientist,143438,USD,SE,FT,Quantum Computing Inc,100,Master,9,2024-03-25,2024-05-23,2351,8.3,Canada
Machine Learning Engineer,183728,USD,EX,FT,Future Systems,0,Bachelor,14,2025-03-13,2025-04-26,2236,6.9,Japan
Data Engineer,59947,USD,MI,PT,DeepTech Ventures,50,Master,2,2024-02-19,2024-03-06,988,5.3,India
AI Specialist,112331,USD,EN,PT,Digital Transformation LLC,50,Bachelor,1,2024-03-18,2024-05-10,906,9.2,Norway
AI Software Engineer,99463,USD,SE,CT,Advanced Robotics,100,Bachelor,5,2024-06-12,2024-07-17,1322,6.7,Japan
AI Architect,90175,USD,MI,FT,Predictive Systems,50,PhD,4,2024-02-07,2024-04-15,593,6.9,Singapore
AI Architect,116877,EUR,SE,FT,Smart Analytics,100,Master,9,2024-01-21,2024-03-13,1398,6.7,Denmark
Data Analyst,202533,GBP,EX,FT,Cloud AI Solutions,0,Master,10,2024-06-16,2024-08-07,820,8.8,United Kingdom
Principal Data Scientist,217078,USD,EX,FT,Cognitive Computing,100,Master,13,2025-02-04,2025-03-08,1018,5.1,Australia
ML Ops Engineer,95558,USD,MI,PT,Cloud AI Solutions,100,Bachelor,3,2024-05-09,2024-07-10,1433,8.5,Singapore
Autonomous Systems Engineer,94596,USD,SE,FL,Autonomous Tech,0,PhD,7,2024-03-14,2024-05-04,721,7.7,South Korea
Machine Learning Engineer,62886,USD,EN,FL,Future Systems,0,Associate,1,2024-04-08,2024-06-04,2025,9.5,Denmark
Data Engineer,53084,USD,EN,FL,Neural Networks Co,50,Associate,0,2025-02-19,2025-03-25,1987,8.6,Finland
Data Scientist,113357,USD,MI,FT,Cloud AI Solutions,0,Bachelor,4,2024-01-17,2024-03-08,1449,7.8,South Korea
Research Scientist,122587,USD,EX,CT,Algorithmic Solutions,0,Bachelor,14,2024-02-19,2024-04-11,1218,7.2,France
AI Research Scientist,71256,USD,MI,CT,Cloud AI Solutions,100,Bachelor,4,2024-11-21,2025-01-29,1933,6.1,Sweden
Research Scientist,92334,USD,MI,PT,Machine Intelligence Group,0,Bachelor,2,2024-08-23,2024-10-19,953,7.3,Canada
Machine Learning Researcher,311778,USD,EX,FL,Autonomous Tech,0,PhD,19,2024-01-15,2024-03-10,2325,8.2,Switzerland
AI Architect,60146,USD,MI,FT,Quantum Computing Inc,50,Master,2,2025-02-27,2025-04-16,1842,8.7,Austria
Computer Vision Engineer,95611,USD,SE,FT,DataVision Ltd,100,Master,6,2024-11-26,2025-02-07,2112,6.4,South Korea
Machine Learning Researcher,65378,USD,MI,PT,Smart Analytics,50,PhD,2,2025-01-17,2025-02-01,1359,10.0,Israel
NLP Engineer,103290,USD,MI,FT,Machine Intelligence Group,100,PhD,3,2024-01-28,2024-04-08,1552,6.5,Singapore
AI Specialist,187362,EUR,EX,CT,Advanced Robotics,50,PhD,14,2024-02-12,2024-03-14,1511,9.2,France
AI Architect,95688,USD,SE,FL,Cognitive Computing,0,Associate,5,2024-02-12,2024-03-14,640,7.2,Finland
Head of AI,47798,USD,MI,CT,Predictive Systems,100,PhD,4,2024-06-12,2024-07-17,985,8.9,Denmark
Data Analyst,70838,EUR,EN,FL,AI Innovations,100,Master,1,2024-10-27,2024-12-03,1755,9.1,France
Machine Learning Engineer,66710,EUR,EN,FT,Future Systems,100,PhD,0,2025-02-24,2025-04-24,1131,9.1,Netherlands
ML Ops Engineer,77937,USD,MI,FL,Quantum Computing Inc,0,Associate,3,2024-11-20,2024-12-21,504,9.6,India
Computer Vision Engineer,242002,USD,EX,CT,TechCorp Inc,50,Bachelor,17,2025-02-14,2025-03-02,587,9.8,Singapore
AI Product Manager,97459,GBP,EN,PT,DataVision Ltd,0,Bachelor,1,2024-04-01,2024-04-23,1525,5.5,United Kingdom
Machine Learning Researcher,62377,USD,EN,PT,Cloud AI Solutions,0,Associate,1,2024-09-18,2024-11-02,601,7.9,Australia
AI Research Scientist,132872,USD,SE,CT,Future Systems,0,Bachelor,7,2024-09-11,2024-11-16,770,9.8,India
AI Research Scientist,86167,USD,MI,PT,AI Innovations,0,Master,2,2024-04-29,2024-06-16,1097,7.0,Singapore
AI Research Scientist,111923,USD,EX,FT,Predictive Systems,0,Master,14,2024-09-11,2024-10-08,1727,8.7,South Korea
Machine Learning Engineer,60332,GBP,EN,FT,AI Innovations,100,PhD,1,2024-05-22,2024-07-20,1302,7.3,United Kingdom
Machine Learning Engineer,157897,USD,EX,PT,DataVision Ltd,50,Master,18,2024-07-29,2024-08-14,1422,5.5,China
Autonomous Systems Engineer,80232,USD,SE,PT,Machine Intelligence Group,0,Bachelor,6,2025-01-22,2025-03-02,1772,5.3,Japan
ML Ops Engineer,162154,USD,EX,PT,Neural Networks Co,50,PhD,18,2025-01-27,2025-04-01,1078,5.0,South Korea
Research Scientist,91457,USD,SE,PT,Quantum Computing Inc,50,Bachelor,9,2024-07-13,2024-08-13,1560,6.8,Ireland
AI Specialist,60345,USD,MI,FL,Cognitive Computing,50,PhD,3,2025-01-13,2025-02-08,2051,9.8,Israel
ML Ops Engineer,88585,USD,SE,CT,Cognitive Computing,100,PhD,9,2025-01-02,2025-01-17,2124,8.3,Finland
Deep Learning Engineer,107660,USD,SE,FL,Predictive Systems,0,Associate,8,2024-10-31,2025-01-06,2148,5.6,Israel
Machine Learning Researcher,83150,GBP,MI,FT,Cognitive Computing,100,Associate,4,2024-12-03,2025-02-13,2214,9.0,Finland
Deep Learning Engineer,49850,USD,EN,PT,DataVision Ltd,0,Master,1,2024-01-16,2024-02-25,1880,7.0,Netherlands
AI Architect,42829,USD,EN,CT,DeepTech Ventures,100,PhD,1,2024-12-12,2025-02-20,2162,8.2,Israel
AI Architect,142027,EUR,SE,PT,Advanced Robotics,50,Bachelor,8,2025-04-10,2025-06-19,2477,7.6,United States
AI Specialist,114754,USD,MI,FT,Cloud AI Solutions,0,Master,4,2024-11-29,2024-12-15,1219,9.9,Switzerland
AI Specialist,151308,USD,SE,FT,Autonomous Tech,0,Master,8,2025-03-27,2025-06-02,654,9.0,Singapore
Autonomous Systems Engineer,57467,USD,EN,PT,Cognitive Computing,50,Bachelor,0,2024-01-08,2024-03-03,786,8.1,Finland
AI Research Scientist,109242,EUR,MI,FT,Cognitive Computing,0,Master,3,2024-11-19,2024-12-06,1306,8.3,Germany
Robotics Engineer,87119,USD,EX,FL,DataVision Ltd,0,PhD,17,2025-04-24,2025-05-29,1765,8.4,Japan
AI Architect,64853,EUR,EN,CT,DataVision Ltd,50,Bachelor,1,2025-01-17,2025-03-27,1435,7.6,Netherlands
Principal Data Scientist,59471,USD,EN,PT,Predictive Systems,100,PhD,0,2024-07-01,2024-09-05,1292,8.3,Ireland
Data Analyst,172069,USD,EX,CT,DeepTech Ventures,100,Bachelor,14,2024-08-20,2024-09-09,1653,7.4,Finland
Machine Learning Engineer,63817,EUR,MI,FT,Autonomous Tech,0,Associate,3,2024-03-29,2024-05-08,670,8.5,France
Robotics Engineer,164146,GBP,SE,FT,TechCorp Inc,0,Master,9,2024-10-09,2024-12-10,1733,6.7,France
Robotics Engineer,79077,USD,MI,FL,Smart Analytics,0,Associate,4,2024-05-17,2024-06-26,2430,7.8,India
AI Software Engineer,155253,USD,EX,FT,Digital Transformation LLC,100,Bachelor,17,2024-07-14,2024-09-22,757,7.7,Finland
Machine Learning Engineer,91542,USD,EN,CT,DeepTech Ventures,50,Associate,0,2025-02-11,2025-04-18,1342,8.7,Denmark
Machine Learning Researcher,82855,USD,SE,FL,DeepTech Ventures,0,Master,8,2024-04-08,2024-06-06,1052,8.0,Ireland
ML Ops Engineer,152145,USD,MI,PT,Machine Intelligence Group,0,PhD,2,2024-04-04,2024-04-19,2196,9.9,Switzerland
Autonomous Systems Engineer,95531,USD,EN,PT,Neural Networks Co,0,Bachelor,0,2024-07-29,2024-09-23,1806,8.4,Denmark
Machine Learning Researcher,96962,USD,SE,FL,Algorithmic Solutions,0,Bachelor,6,2024-02-21,2024-04-15,1549,6.3,Finland
AI Specialist,112395,EUR,MI,FT,Cognitive Computing,50,Master,2,2024-01-25,2024-03-04,1121,6.0,Germany
Data Analyst,67967,USD,EN,FT,Predictive Systems,100,Master,1,2024-09-06,2024-09-21,994,5.7,United Kingdom
Data Scientist,88775,USD,SE,FL,Future Systems,50,PhD,8,2024-09-24,2024-10-26,1588,10.0,Ireland
NLP Engineer,121542,USD,SE,PT,Quantum Computing Inc,100,Bachelor,9,2024-10-28,2024-11-17,876,5.9,Finland
AI Architect,221260,USD,EX,FT,Neural Networks Co,100,Associate,10,2024-07-28,2024-10-02,708,8.1,Singapore
Deep Learning Engineer,78353,USD,MI,FT,AI Innovations,0,Associate,3,2024-07-06,2024-08-27,1895,5.3,Finland
AI Research Scientist,230941,EUR,EX,FL,Neural Networks Co,100,PhD,15,2024-01-20,2024-03-25,1665,8.6,Denmark
Computer Vision Engineer,181104,USD,EX,PT,DataVision Ltd,50,Master,10,2024-09-30,2024-11-14,2406,9.4,Austria
AI Product Manager,65469,USD,EN,FT,Algorithmic Solutions,100,Master,1,2024-11-01,2024-12-04,1383,6.4,Sweden
AI Architect,102022,USD,MI,FL,Predictive Systems,0,Master,2,2024-04-02,2024-05-28,1308,7.5,Singapore
Principal Data Scientist,308416,USD,EX,PT,Predictive Systems,100,Associate,18,2024-04-08,2024-06-07,1692,9.0,United States
Machine Learning Researcher,92066,USD,SE,PT,Cloud AI Solutions,0,Associate,7,2025-04-20,2025-05-11,1306,9.1,South Korea
Research Scientist,108250,USD,EX,PT,Cloud AI Solutions,50,Bachelor,19,2024-03-05,2024-04-04,2343,5.5,Israel
Principal Data Scientist,196573,USD,EX,PT,Predictive Systems,100,PhD,14,2025-01-23,2025-03-22,2429,6.1,Singapore
AI Architect,97923,EUR,MI,PT,Advanced Robotics,100,Associate,2,2025-02-23,2025-05-01,2251,7.8,Sweden
Deep Learning Engineer,106687,GBP,SE,PT,Cloud AI Solutions,50,Associate,9,2024-09-16,2024-10-18,1780,6.5,France
Deep Learning Engineer,114265,USD,EN,FL,AI Innovations,100,Associate,1,2024-02-12,2024-03-27,2019,9.8,Denmark
Deep Learning Engineer,183691,USD,EX,FT,Machine Intelligence Group,0,Associate,14,2024-08-21,2024-09-20,1776,6.9,Austria
Machine Learning Engineer,64881,USD,SE,FL,Cloud AI Solutions,50,PhD,6,2024-11-06,2024-12-18,2122,6.3,Austria
AI Consultant,122303,USD,EX,CT,DataVision Ltd,100,PhD,13,2024-08-30,2024-09-13,1013,8.9,Finland
AI Product Manager,87375,USD,MI,FT,Advanced Robotics,50,Bachelor,4,2025-01-20,2025-03-01,2340,9.1,Australia
AI Consultant,48747,USD,EN,FL,Neural Networks Co,0,PhD,0,2024-07-02,2024-08-04,910,6.1,United States
Deep Learning Engineer,45986,USD,EN,PT,TechCorp Inc,0,Master,0,2025-01-18,2025-03-28,1761,8.1,China
AI Product Manager,157771,USD,EX,FT,DeepTech Ventures,50,Associate,10,2024-03-03,2024-05-08,2400,7.4,Sweden
Machine Learning Engineer,183381,USD,EX,FL,AI Innovations,50,Bachelor,11,2024-04-14,2024-06-21,2173,5.6,Australia
Data Scientist,168812,USD,EX,CT,Algorithmic Solutions,100,PhD,12,2024-10-05,2024-10-30,737,7.3,Finland
AI Architect,90507,USD,EX,FT,Future Systems,50,Bachelor,14,2024-04-03,2024-04-25,1278,9.1,Austria
Research Scientist,59488,USD,MI,FT,Cognitive Computing,0,Master,3,2025-04-08,2025-05-20,1888,5.2,South Korea
Machine Learning Researcher,210604,USD,EX,FL,Advanced Robotics,0,Associate,17,2024-04-07,2024-06-06,2467,6.2,Switzerland
Robotics Engineer,75954,USD,MI,FL,Cloud AI Solutions,0,Master,4,2024-12-10,2025-02-03,1702,5.4,Israel
ML Ops Engineer,65272,EUR,EN,FL,Cloud AI Solutions,0,Associate,1,2024-12-06,2024-12-25,655,7.7,Germany
Autonomous Systems Engineer,101405,EUR,MI,FL,Future Systems,100,PhD,3,2024-08-30,2024-09-19,762,6.7,France
NLP Engineer,108234,USD,EX,FT,Neural Networks Co,100,Bachelor,14,2024-01-11,2024-03-11,2275,5.6,India
Robotics Engineer,134192,EUR,EX,FT,Predictive Systems,50,Bachelor,11,2025-04-12,2025-06-13,1517,8.7,France
Autonomous Systems Engineer,99033,USD,EX,FL,DataVision Ltd,100,Master,11,2025-04-28,2025-06-11,2175,7.8,China
Research Scientist,64765,USD,MI,FT,Future Systems,50,Associate,4,2024-12-22,2025-01-07,669,8.9,Japan
Principal Data Scientist,77875,USD,MI,FL,Quantum Computing Inc,0,Bachelor,2,2024-01-31,2024-03-27,1953,7.9,Ireland
Data Engineer,113428,USD,SE,FL,Cognitive Computing,50,PhD,5,2024-03-10,2024-05-18,691,9.9,Finland
Computer Vision Engineer,83989,USD,MI,CT,Digital Transformation LLC,0,Bachelor,2,2024-05-19,2024-06-02,832,9.3,United Kingdom
Deep Learning Engineer,160728,USD,EX,FL,Cloud AI Solutions,100,Bachelor,16,2024-07-26,2024-08-17,1345,8.9,Japan
AI Software Engineer,89196,USD,SE,FL,Cognitive Computing,100,PhD,6,2024-12-14,2025-02-23,748,9.3,South Korea
Research Scientist,111213,USD,SE,FL,Quantum Computing Inc,0,PhD,7,2024-12-11,2025-02-10,705,8.6,Canada
AI Specialist,64933,USD,EN,PT,Quantum Computing Inc,0,Associate,1,2025-02-21,2025-04-04,2296,8.5,Singapore
AI Architect,140931,USD,SE,FT,Smart Analytics,100,Bachelor,7,2024-07-23,2024-09-18,2245,9.9,Australia
