show_id,type,title,release_year,rating,duration,listed_in,duration_int,duration_type,genres,platform
s4017,TV Show,Turn Up Charlie,2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",1,season,['International'],Netflix
s4018,Movie,A Love Story,2007,TV-14,117 min,"Dramas, International Movies, Romantic Movies",117,min,['Drama'],Netflix
s4019,Movie,Barcelona: A Love Untold,2016,TV-14,132 min,"Dramas, International Movies, Romantic Movies",132,min,['Drama'],Netflix
s4020,Movie,Everything About Her,2016,TV-MA,127 min,"Comedies, Dramas, International Movies",127,min,['Comedy'],Netflix
s4021,Movie,Finally Found Someone,2017,TV-14,125 min,"International Movies, Romantic Movies",125,min,['International'],Netflix
s4022,Movie,Seven Sundays,2017,TV-MA,128 min,"Comedies, Dramas, International Movies",128,min,['Comedy'],Netflix
s4023,TV Show,More to Say,2018,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries",1,season,['International'],Netflix
s4024,TV Show,The Land of Hypocrisy,2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",1,season,['International'],Netflix
s4025,Movie,Triple Frontier,2019,R,126 min,Action & Adventure,126,min,['Action/Thriller'],Netflix
s4026,Movie,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,2019,TV-MA,58 min,Stand-Up Comedy,58,min,['Comedy'],Netflix
s4027,TV Show,Eugenie Nights,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1,season,['International'],Netflix
s4028,TV Show,This Evening,2017,TV-14,1 Season,"International TV Shows, TV Dramas",1,season,['International'],Netflix
s4029,TV Show,Into the Badlands,2018,TV-MA,3 Seasons,TV Action & Adventure,3,season,['Action/Thriller'],Netflix
s4030,TV Show,Bangkok Love Stories: Hey You!,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1,season,['International'],Netflix
s4031,TV Show,Disappearance,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",1,season,['International'],Netflix
s4032,Movie,Hajwala 2: Mysterious Mission,2018,TV-14,116 min,"Action & Adventure, Comedies, International Movies",116,min,['Action/Thriller'],Netflix
s4033,TV Show,Immortals,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",1,season,['International'],Netflix
s4034,Movie,Juanita,2019,TV-MA,90 min,"Dramas, Independent Movies, Romantic Movies",90,min,['Drama'],Netflix
s4035,Movie,Lady J,2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies",111,min,['Drama'],Netflix
s4036,TV Show,The Confrontation,2018,TV-PG,1 Season,"International TV Shows, TV Dramas",1,season,['International'],Netflix
s4037,Movie,Walk. Ride. Rodeo.,2019,TV-PG,100 min,"Children & Family Movies, Dramas",100,min,['Kids'],Netflix
s4038,Movie,Nappily Ever After,2018,TV-MA,99 min,"Comedies, Dramas, Romantic Movies",99,min,['Comedy'],Netflix
s4039,Movie,Sisterakas,2012,TV-14,105 min,"Comedies, International Movies",105,min,['Comedy'],Netflix
s4040,Movie,Starting Over Again,2014,TV-14,128 min,"Dramas, International Movies, Romantic Movies",128,min,['Drama'],Netflix
s4041,Movie,That Thing Called Tadhana,2015,TV-MA,91 min,"Dramas, International Movies, Romantic Movies",91,min,['Drama'],Netflix
s4042,Movie,The Love Affair,2015,TV-MA,127 min,"Dramas, International Movies, Romantic Movies",127,min,['Drama'],Netflix
s4043,TV Show,American Crime Story: The People v. O.J. Simpson,2016,TV-MA,1 Season,"Crime TV Shows, TV Dramas",1,season,['Action/Thriller'],Netflix
s4044,TV Show,Secret City,2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",2,season,['International'],Netflix
s4045,TV Show,A Korean Odyssey,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",1,season,['International'],Netflix
s4046,Movie,The Hard Way,2019,TV-MA,94 min,Action & Adventure,94,min,['Action/Thriller'],Netflix
s4047,Movie,Everyday I Love You,2015,TV-14,124 min,"Dramas, International Movies, Romantic Movies",124,min,['Drama'],Netflix
s4048,Movie,No Other Woman,2011,TV-MA,103 min,"Dramas, International Movies, Romantic Movies",103,min,['Drama'],Netflix
s4049,Movie,River's Edge,2018,TV-MA,118 min,"Dramas, International Movies",118,min,['Drama'],Netflix
s4050,Movie,Sarkar,2018,TV-MA,162 min,"Action & Adventure, Dramas, International Movies",162,min,['Action/Thriller'],Netflix
s4051,Movie,Weapon of Choice,2018,TV-MA,89 min,"Documentaries, International Movies",89,min,['Documentary'],Netflix
s4052,Movie,"2,215",2018,TV-MA,89 min,"Documentaries, International Movies, Sports Movies",89,min,['Documentary'],Netflix
s4053,Movie,BNK48: Girls Don't Cry,2018,TV-14,108 min,"Documentaries, International Movies, Music & Musicals",108,min,['Documentary'],Netflix
s4054,Movie,Budapest,2018,TV-MA,103 min,"Comedies, International Movies",103,min,['Comedy'],Netflix
s4055,TV Show,Cricket Fever: Mumbai Indians,2019,TV-MA,1 Season,"Docuseries, International TV Shows",1,season,['Documentary'],Netflix
s4056,TV Show,Larva Island,2019,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",2,season,"['""Kids TV""']",Netflix
s4057,TV Show,Losers,2019,TV-MA,1 Season,Docuseries,1,season,['Documentary'],Netflix
s4058,TV Show,Northern Rescue,2019,TV-14,1 Season,TV Dramas,1,season,['Drama'],Netflix
s4059,Movie,Pants on Fire,2014,TV-G,87 min,"Children & Family Movies, Comedies",87,min,['Kids'],Netflix
s4060,Movie,Paranormal Investigation,2018,TV-14,93 min,"Horror Movies, International Movies, Thrillers",93,min,['Horror'],Netflix
s4061,Movie,Radio Rebel,2012,TV-G,90 min,"Children & Family Movies, Comedies",90,min,['Kids'],Netflix
s4062,Movie,Sarvam Thaala Mayam (Tamil Version),2018,TV-14,131 min,"Dramas, International Movies, Music & Musicals",131,min,['Drama'],Netflix
s4063,Movie,The Boy Who Harnessed the Wind,2019,TV-PG,114 min,"Children & Family Movies, Dramas, Independent Movies",114,min,['Kids'],Netflix
s4064,TV Show,The Disastrous Life of Saiki K.,2018,TV-14,3 Seasons,"Anime Series, International TV Shows, Teen TV Shows",3,season,['Sci-Fi/Fantasy'],Netflix
s4065,Movie,The Last Runway,2018,TV-MA,107 min,"Action & Adventure, International Movies",107,min,['Action/Thriller'],Netflix
s4066,Movie,The Spiderwick Chronicles,2008,PG,97 min,Children & Family Movies,97,min,['Kids'],Netflix
s4067,Movie,Your Son,2018,TV-MA,103 min,"Dramas, International Movies, Thrillers",103,min,['Drama'],Netflix
s4068,Movie,Quién te cantará,2018,TV-MA,125 min,"Dramas, Independent Movies, International Movies",125,min,['Drama'],Netflix
s4069,Movie,A Second Chance,2015,TV-MA,130 min,"Dramas, International Movies, Romantic Movies",130,min,['Drama'],Netflix
s4070,Movie,Beauty and the Bestie,2015,TV-14,119 min,"Action & Adventure, Comedies, International Movies",119,min,['Action/Thriller'],Netflix
s4071,Movie,Bride For Rent,2014,TV-PG,110 min,"Comedies, International Movies, Romantic Movies",110,min,['Comedy'],Netflix
s4072,Movie,Can't Help Falling in Love,2017,TV-14,120 min,"Comedies, Dramas, International Movies",120,min,['Comedy'],Netflix
s4073,Movie,Evening Shadows,2018,TV-PG,102 min,"Dramas, Independent Movies, International Movies",102,min,['Drama'],Netflix
s4074,Movie,Four Sisters and a Wedding,2013,TV-14,125 min,"Comedies, Dramas, International Movies",125,min,['Comedy'],Netflix
s4075,Movie,It Takes a Man and a Woman,2013,TV-PG,127 min,"Comedies, International Movies, Romantic Movies",127,min,['Comedy'],Netflix
s4076,Movie,My Ex & Whys,2017,TV-14,121 min,"Comedies, Dramas, International Movies",121,min,['Comedy'],Netflix
s4077,Movie,She's Dating the Gangster,2014,TV-14,113 min,"Dramas, International Movies, Romantic Movies",113,min,['Drama'],Netflix
s4078,Movie,The Breakup Playlist,2015,TV-MA,118 min,"Dramas, International Movies, Music & Musicals",118,min,['Drama'],Netflix
s4079,Movie,The Mistress,2012,TV-MA,132 min,"Dramas, International Movies, Romantic Movies",132,min,['Drama'],Netflix
s4080,TV Show,Unsolved,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas",1,season,['Action/Thriller'],Netflix
s4081,Movie,Zach Galifianakis: Live at the Purple Onion,2006,TV-MA,61 min,Stand-Up Comedy,61,min,['Comedy'],Netflix
s4082,Movie,Life of An Outcast,2018,TV-PG,80 min,"Dramas, Independent Movies, International Movies",80,min,['Drama'],Netflix
s4083,Movie,The Photographer Of Mauthausen,2018,TV-MA,110 min,"Dramas, International Movies",110,min,['Drama'],Netflix
s4084,Movie,Bert Kreischer: The Machine,2016,TV-MA,70 min,Stand-Up Comedy,70,min,['Comedy'],Netflix
s4085,TV Show,Chef's Table,2019,TV-MA,6 Seasons,"Docuseries, Reality TV",6,season,['Documentary'],Netflix
s4086,Movie,Firebrand,2019,TV-MA,117 min,"Dramas, International Movies",117,min,['Drama'],Netflix
s4087,Movie,Paddleton,2019,TV-MA,89 min,"Comedies, Dramas, Independent Movies",89,min,['Comedy'],Netflix
s4088,Movie,Paris Is Us,2019,TV-MA,84 min,"Dramas, Independent Movies, International Movies",84,min,['Drama'],Netflix
s4089,Movie,Shonar Pahar,2018,TV-PG,131 min,"Dramas, Independent Movies, International Movies",131,min,['Drama'],Netflix
s4090,TV Show,The Big Family Cooking Showdown,2018,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV",2,season,['International'],Netflix
s4091,TV Show,Z4,2018,TV-PG,2 Seasons,Kids' TV,2,season,"['""Kids TV""']",Netflix
s4092,Movie,The Drug King,2018,TV-MA,139 min,"Dramas, International Movies, Thrillers",139,min,['Drama'],Netflix
s4093,Movie,Kevin James: Sweat the Small Stuff,2001,TV-PG,42 min,Stand-Up Comedy,42,min,['Comedy'],Netflix
s4094,Movie,Transformer,2017,TV-MA,79 min,"Documentaries, LGBTQ Movies",79,min,['Documentary'],Netflix
s4095,Movie,Genius,2018,TV-14,96 min,"Dramas, Independent Movies, International Movies",96,min,['Drama'],Netflix
s4096,Movie,Black Sea,2015,R,114 min,"Action & Adventure, Dramas, International Movies",114,min,['Action/Thriller'],Netflix
s4097,Movie,Studio 54,2018,TV-MA,99 min,Documentaries,99,min,['Documentary'],Netflix
s4098,Movie,Awe,2018,TV-MA,111 min,"Dramas, International Movies, Sci-Fi & Fantasy",111,min,['Drama'],Netflix
s4099,Movie,Ayana,2017,TV-MA,112 min,"Dramas, Independent Movies, International Movies",112,min,['Drama'],Netflix
s4100,Movie,Behind the Curve,2018,TV-14,96 min,Documentaries,96,min,['Documentary'],Netflix
s4101,Movie,Buddies,2012,TV-MA,103 min,"Comedies, Dramas, Independent Movies",103,min,['Comedy'],Netflix
s4102,Movie,Candyflip,2017,TV-MA,104 min,"Dramas, Independent Movies, International Movies",104,min,['Drama'],Netflix
s4103,Movie,Chameli,2004,TV-14,102 min,"Dramas, International Movies",102,min,['Drama'],Netflix
s4104,Movie,Fatso,2012,TV-14,97 min,"Comedies, Dramas, International Movies",97,min,['Comedy'],Netflix
s4105,TV Show,Hjørdis,2015,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",1,season,['International'],Netflix
s4106,TV Show,Larry Charles' Dangerous World of Comedy,2019,TV-MA,1 Season,"Docuseries, TV Comedies",1,season,['Documentary'],Netflix
s4107,Movie,Neevevaro,2018,TV-14,132 min,"Dramas, International Movies, Romantic Movies",132,min,['Drama'],Netflix
s4108,Movie,Pyaar Ke Side Effects,2006,TV-MA,120 min,"Comedies, International Movies, Romantic Movies",120,min,['Comedy'],Netflix
s4109,Movie,Sur: The Melody of Life,2002,TV-14,137 min,"Dramas, International Movies",137,min,['Drama'],Netflix
s4110,TV Show,The 43,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",1,season,['Action/Thriller'],Netflix
s4111,Movie,The Breaker Upperers,2018,TV-MA,82 min,"Comedies, Independent Movies, International Movies",82,min,['Comedy'],Netflix
s4112,TV Show,The Kirlian Frequency,2017,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Horror",1,season,['International'],Netflix
s4113,Movie,Ugly Aur Pagli,2008,TV-14,115 min,"Comedies, International Movies, Romantic Movies",115,min,['Comedy'],Netflix
s4114,Movie,Yucatán,2018,TV-MA,130 min,"Comedies, International Movies",130,min,['Comedy'],Netflix
s4115,TV Show,Barbie Dreamhouse Adventures,2018,TV-Y,3 Seasons,Kids' TV,3,season,"['""Kids TV""']",Netflix
s4116,Movie,"Ken Jeong: You Complete Me, Ho",2019,TV-MA,62 min,Stand-Up Comedy,62,min,['Comedy'],Netflix
s4117,TV Show,Velvet Colección,2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2,season,['International'],Netflix
s4118,Movie,Period. End of Sentence.,2018,TV-PG,26 min,Documentaries,26,min,['Documentary'],Netflix
s4119,TV Show,Iron Ladies,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1,season,['International'],Netflix
s4120,TV Show,The Break,2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2,season,['Action/Thriller'],Netflix
s4121,Movie,High Flying Bird,2019,TV-MA,91 min,"Dramas, Sports Movies",91,min,['Drama'],Netflix
s4122,Movie,Kevin Hart's Guide to Black History,2019,TV-PG,63 min,"Children & Family Movies, Comedies",63,min,['Kids'],Netflix
s4123,TV Show,One Day at a Time,2019,TV-PG,3 Seasons,TV Comedies,3,season,['Comedy'],Netflix
s4124,Movie,ReMastered: The Two Killings of Sam Cooke,2019,TV-MA,74 min,"Documentaries, Music & Musicals",74,min,['Documentary'],Netflix
s4125,Movie,The Tree of Blood,2018,TV-MA,136 min,"Dramas, Independent Movies, International Movies",136,min,['Drama'],Netflix
s4126,TV Show,The Last of the Schmucks,2017,TV-MA,1 Season,"International TV Shows, TV Comedies",1,season,['International'],Netflix
s4127,TV Show,Hidden Worlds,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1,season,['Action/Thriller'],Netflix
s4128,TV Show,Live,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",1,season,['Action/Thriller'],Netflix
s4129,Movie,"Ray Romano: Right Here, Around the Corner",2019,TV-MA,59 min,Stand-Up Comedy,59,min,['Comedy'],Netflix
s4130,TV Show,Safe,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",1,season,['International'],Netflix
s4131,TV Show,Tayee,2018,TV-MA,1 Season,"International TV Shows, TV Dramas",1,season,['International'],Netflix
s4132,TV Show,Violet Evergarden,2018,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",1,season,['Sci-Fi/Fantasy'],Netflix
s4133,TV Show,Romance is a bonus book,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",1,season,['International'],Netflix
s4134,Movie,Await Further Instructions,2018,TV-MA,91 min,"Horror Movies, Sci-Fi & Fantasy",91,min,['Horror'],Netflix
s4135,Movie,Manusangada,2017,TV-14,93 min,"Dramas, Independent Movies, International Movies",93,min,['Drama'],Netflix
s4136,Movie,14 Minutes from Earth,2016,TV-MA,84 min,Documentaries,84,min,['Documentary'],Netflix
s4137,Movie,Dear Ex,2018,TV-MA,100 min,"Comedies, Dramas, International Movies",100,min,['Comedy'],Netflix
s4138,Movie,Free Rein: Valentine's Day,2019,TV-G,51 min,"Children & Family Movies, Dramas",51,min,['Kids'],Netflix
s4139,Movie,Lego DC Comics: Batman Be-Leaguered,2014,TV-Y7,22 min,Movies,22,min,['Movies'],Netflix
s4140,Movie,LEGO Marvel Super Heroes: Black Panther,2018,TV-Y7,22 min,Children & Family Movies,22,min,['Kids'],Netflix
s4141,Movie,LEGO Marvel Super Heroes: Guardians of the Galaxy,2017,TV-Y,22 min,Children & Family Movies,22,min,['Kids'],Netflix
s4142,TV Show,Littlest Pet Shop: A World of Our Own,2018,TV-Y7,2 Seasons,Kids' TV,2,season,"['""Kids TV""']",Netflix
s4143,TV Show,Russian Doll,2019,TV-MA,1 Season,"TV Comedies, TV Dramas",1,season,['Comedy'],Netflix
s4144,TV Show,Sparta,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1,season,['Action/Thriller'],Netflix
s4145,TV Show,Sword Art Online Alternative: Gun Gale Online,2018,TV-MA,1 Season,"Anime Series, International TV Shows",1,season,['Sci-Fi/Fantasy'],Netflix
s4146,Movie,True: Happy Hearts Day,2019,TV-Y,24 min,Children & Family Movies,24,min,['Kids'],Netflix
s4147,Movie,Velvet Buzzsaw,2019,R,113 min,"Dramas, Thrillers",113,min,['Drama'],Netflix
s4148,Movie,Hantu Kak Limah,2018,TV-PG,110 min,"Comedies, Horror Movies, International Movies",110,min,['Comedy'],Netflix
s4149,Movie,Love Off the Cuff,2017,TV-MA,120 min,"Comedies, Dramas, International Movies",120,min,['Comedy'],Netflix
s4150,TV Show,Paprika,2018,TV-Y,1 Season,Kids' TV,1,season,"['""Kids TV""']",Netflix
s4151,Movie,Maharaja: The Story of Ranjit Singh,2010,TV-14,56 min,"Dramas, International Movies",56,min,['Drama'],Netflix
s4152,Movie,Virsa,2010,TV-14,127 min,"Dramas, International Movies, Music & Musicals",127,min,['Drama'],Netflix
s4153,Movie,Bhasmasur,2017,TV-14,74 min,"Dramas, Independent Movies, International Movies",74,min,['Drama'],Netflix
s4154,Movie,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",2019,TV-14,91 min,Stand-Up Comedy,91,min,['Comedy'],Netflix
s4155,Movie,High Society,2018,TV-MA,137 min,"Dramas, International Movies",137,min,['Drama'],Netflix
s4156,Movie,Up Among  The Stars,2018,TV-MA,86 min,"Dramas, International Movies, Sci-Fi & Fantasy",86,min,['Drama'],Netflix
s4157,Movie,Alt-Right: Age of Rage,2018,TV-MA,106 min,Documentaries,106,min,['Documentary'],Netflix
s4158,Movie,Habibie & Ainun,2012,TV-14,125 min,"Dramas, International Movies, Romantic Movies",125,min,['Drama'],Netflix
s4159,Movie,Nathicharami,2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies",114,min,['Drama'],Netflix
s4160,Movie,Rudy Habibie,2016,TV-14,143 min,"Dramas, International Movies",143,min,['Drama'],Netflix
s4161,Movie,Surga Yang Tak Dirindukan,2015,TV-14,121 min,"Dramas, Faith & Spirituality, International Movies",121,min,['Drama'],Netflix
s4162,Movie,Surga Yang Tak Dirindukan 2,2017,TV-14,119 min,"Dramas, Faith & Spirituality, International Movies",119,min,['Drama'],Netflix
s4163,TV Show,A Taiwanese Tale of Two Cities,2018,TV-MA,1 Season,"International TV Shows, TV Dramas",1,season,['International'],Netflix
s4164,TV Show,Z Nation,2018,TV-MA,5 Seasons,"TV Action & Adventure, TV Comedies, TV Horror",5,season,['Action/Thriller'],Netflix
s4165,Movie,Goyo: The Boy General,2018,TV-MA,150 min,"Dramas, International Movies",150,min,['Drama'],Netflix
s4166,Movie,Animas,2018,TV-MA,88 min,"Horror Movies, International Movies",88,min,['Horror'],Netflix
s4167,TV Show,Black Earth Rising,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",1,season,['International'],Netflix
s4168,TV Show,Club of Crows,2019,TV-MA,4 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",4,season,['International'],Netflix
s4169,TV Show,Examination of Conscience,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",1,season,['Action/Thriller'],Netflix
s4170,Movie,Mi Obra Maestra,2018,TV-MA,105 min,"Comedies, International Movies",105,min,['Comedy'],Netflix
s4171,Movie,Polar,2019,TV-MA,119 min,"Action & Adventure, International Movies",119,min,['Action/Thriller'],Netflix
s4172,TV Show,The Perfect Match,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1,season,['International'],Netflix
s4173,TV Show,Conversations with a Killer: The Ted Bundy Tapes,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",1,season,['Action/Thriller'],Netflix
s4174,Movie,Just Love,2018,TV-MA,96 min,"Dramas, International Movies, Music & Musicals",96,min,['Drama'],Netflix
s4175,TV Show,Innocent,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1,season,['Action/Thriller'],Netflix
s4176,Movie,Close,2019,TV-MA,95 min,"Action & Adventure, International Movies",95,min,['Action/Thriller'],Netflix
s4177,Movie,FYRE: The Greatest Party That Never Happened,2019,TV-MA,98 min,Documentaries,98,min,['Documentary'],Netflix
s4178,Movie,IO,2019,TV-14,96 min,"Dramas, Sci-Fi & Fantasy",96,min,['Drama'],Netflix
s4179,TV Show,Marvel's The Punisher,2019,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Thrillers",2,season,['Action/Thriller'],Netflix
s4180,TV Show,Memory Love,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1,season,['International'],Netflix
s4181,Movie,Old Lord Savanna,2018,TV-14,96 min,"Documentaries, International Movies",96,min,['Documentary'],Netflix
s4182,Movie,Patria,2019,TV-MA,90 min,"Documentaries, International Movies",90,min,['Documentary'],Netflix
s4183,Movie,Soni,2018,TV-MA,97 min,"Dramas, Independent Movies, International Movies",97,min,['Drama'],Netflix
s4184,TV Show,The World's Most Extraordinary Homes,2019,TV-G,3 Seasons,"British TV Shows, Docuseries, International TV Shows",3,season,['International'],Netflix
s4185,TV Show,Trigger Warning with Killer Mike,2019,TV-MA,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows",1,season,['Documentary'],Netflix
s4186,Movie,Abducted in Plain Sight,2017,TV-14,90 min,Documentaries,90,min,['Documentary'],Netflix
s4187,Movie,"Abdullah, The Final Witness",2016,TV-14,88 min,"Dramas, International Movies",88,min,['Drama'],Netflix
s4188,Movie,Adhugo,2018,TV-14,105 min,"Comedies, Independent Movies, International Movies",105,min,['Comedy'],Netflix
s4189,Movie,Echcharikkai,2018,TV-14,127 min,"International Movies, Thrillers",127,min,['International'],Netflix
s4190,TV Show,Lavender,2002,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1,season,['International'],Netflix
s4191,Movie,Pandigai,2017,TV-MA,125 min,"Action & Adventure, Dramas, International Movies",125,min,['Action/Thriller'],Netflix
s4192,Movie,Pari,2018,TV-14,116 min,"Horror Movies, International Movies",116,min,['Horror'],Netflix
s4193,Movie,Revenger,2018,TV-MA,102 min,"Action & Adventure, International Movies",102,min,['Action/Thriller'],Netflix
s4194,Movie,Sebastian Maniscalco: Stay Hungry,2019,TV-MA,65 min,Stand-Up Comedy,65,min,['Comedy'],Netflix
s4195,Movie,The Doll,2016,TV-MA,106 min,"Horror Movies, International Movies",106,min,['Horror'],Netflix
s4196,Movie,The Doll 2,2017,TV-MA,117 min,"Horror Movies, International Movies",117,min,['Horror'],Netflix
s4197,TV Show,La Grande Chaumière Violette,2016,TV-14,1 Season,"International TV Shows, TV Dramas",1,season,['International'],Netflix
s4198,Movie,Baazaar,2018,TV-MA,136 min,"Dramas, International Movies",136,min,['Drama'],Netflix
s4199,Movie,All of You,2017,TV-MA,104 min,"Comedies, Dramas, International Movies",104,min,['Comedy'],Netflix
s4200,TV Show,Back with the Ex,2018,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",1,season,['International'],Netflix
s4201,TV Show,Friends from College,2019,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies",2,season,['Drama'],Netflix
s4202,TV Show,Hardy Bucks,2018,TV-MA,4 Seasons,TV Comedies,4,season,['Comedy'],Netflix
s4203,TV Show,Horrid Henry,2019,TV-Y7,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",2,season,['International'],Netflix
s4204,Movie,ReMastered: Massacre at the Stadium,2019,TV-MA,65 min,"Documentaries, Music & Musicals",65,min,['Documentary'],Netflix
s4205,Movie,Solo,2018,TV-MA,91 min,"Dramas, Independent Movies, International Movies",91,min,['Drama'],Netflix
s4206,Movie,The Last Laugh,2019,TV-MA,99 min,"Comedies, Dramas",99,min,['Comedy'],Netflix
s4207,TV Show,Pocoyo,2017,TV-Y,4 Seasons,"Kids' TV, Spanish-Language TV Shows",4,season,"['""Kids TV""']",Netflix
s4208,TV Show,When Heroes Fly,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",1,season,['International'],Netflix
s4209,Movie,GODZILLA The Planet Eater,2018,TV-PG,91 min,"Action & Adventure, Anime Features, International Movies",91,min,['Action/Thriller'],Netflix
s4210,Movie,Next Enti?,2018,TV-14,117 min,"Comedies, Dramas, International Movies",117,min,['Comedy'],Netflix
s4211,Movie,Komola Rocket,2018,TV-14,95 min,"Dramas, Independent Movies, International Movies",95,min,['Drama'],Netflix
s4212,Movie,Nang Nak,1999,TV-MA,101 min,"Horror Movies, International Movies, Romantic Movies",101,min,['Horror'],Netflix
s4213,Movie,And Breathe Normally,2018,TV-14,102 min,"Dramas, Independent Movies, International Movies",102,min,['Drama'],Netflix
s4214,Movie,El Potro: Unstoppable,2018,TV-MA,122 min,"Dramas, International Movies, Music & Musicals",122,min,['Drama'],Netflix
s4215,Movie,Lionheart,2018,TV-PG,95 min,"Comedies, Dramas, Independent Movies",95,min,['Comedy'],Netflix
s4216,TV Show,See You in Time,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1,season,['International'],Netflix
s4217,TV Show,Déjà Vu,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1,season,['International'],Netflix
s4218,Movie,Monty Python and the Holy Grail,1975,PG,92 min,"Action & Adventure, Classic Movies, Comedies",92,min,['Action/Thriller'],Netflix
s4219,TV Show,A Series of Unfortunate Events,2019,TV-PG,3 Seasons,"Kids' TV, TV Action & Adventure, TV Comedies",3,season,"['""Kids TV""']",Netflix
s4220,Movie,Back to the 90s,2015,TV-14,111 min,"Comedies, International Movies, Music & Musicals",111,min,['Comedy'],Netflix
s4221,TV Show,COMEDIANS of the world,2019,TV-MA,13 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",13,season,['Comedy'],Netflix
s4222,Movie,Merku Thodarchi Malai,2018,TV-MA,115 min,"Dramas, Independent Movies, International Movies",115,min,['Drama'],Netflix
s4223,Movie,Moshe Kasher: Live in Oakland,2012,TV-MA,61 min,Stand-Up Comedy,61,min,['Comedy'],Netflix
s4224,Movie,Pokémon the Movie: I Choose You!,2017,TV-Y7,97 min,"Anime Features, Children & Family Movies",97,min,['Sci-Fi/Fantasy'],Netflix
s4225,Movie,Puriyatha Puthir,2017,TV-MA,120 min,"International Movies, Thrillers",120,min,['International'],Netflix
s4226,Movie,Taramani,2017,TV-MA,148 min,"Dramas, Independent Movies, International Movies",148,min,['Drama'],Netflix
s4227,TV Show,The Paper,2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",2,season,['International'],Netflix
s4228,TV Show,Tidying Up with Marie Kondo,2019,TV-PG,1 Season,Reality TV,1,season,['Reality'],Netflix
s4229,Movie,Whitney Cummings: Money Shot,2010,TV-MA,48 min,Stand-Up Comedy,48,min,['Comedy'],Netflix
s4230,Movie,Bill Hicks: One Night Stand,1991,TV-MA,28 min,Stand-Up Comedy,28,min,['Comedy'],Netflix
s4231,Movie,Bill Hicks: Reflections,2015,TV-MA,34 min,Documentaries,34,min,['Documentary'],Netflix
s4232,Movie,Bill Hicks: Relentless,1992,TV-MA,61 min,Stand-Up Comedy,61,min,['Comedy'],Netflix
s4233,Movie,Bill Hicks: Revelations,1993,TV-MA,56 min,Stand-Up Comedy,56,min,['Comedy'],Netflix
s4234,Movie,Bill Hicks: Sane Man,1989,TV-MA,81 min,Stand-Up Comedy,81,min,['Comedy'],Netflix
